date_day,date_name,geography_name,sex_name,age_name,measure_value,measure_name
2015-01-01,January 2015,London,Male,Aged 50-54,8015,Claimant count
2015-01-01,January 2015,London,Male,Aged 55-59,6020,Claimant count
2015-01-01,January 2015,London,Male,Aged 60-64,2640,Claimant count
2015-01-01,January 2015,London,Male,Aged 65+,5,Claimant count
2015-01-01,January 2015,London,Female,All categories: Age 16+,50520,Claimant count
2015-01-01,January 2015,London,Female,All categories: Age 16+,1.7,Claimants as a proportion of residents aged 16-64
2015-01-01,January 2015,London,Female,All categories: Age 16+,1.9,Claimants as a proportion of the workforce
2015-01-01,January 2015,London,Female,Age unknown (clerical claims),70,Claimant count
2015-01-01,January 2015,London,Female,Aged 16-24,8815,Claimant count
2015-01-01,January 2015,London,Female,Aged 16-17,20,Claimant count
2015-01-01,January 2015,London,Female,Aged 18-24,8795,Claimant count
2015-01-01,January 2015,London,Female,Aged 18-21,4725,Claimant count
2015-01-01,January 2015,London,Female,Aged 25-49,30960,Claimant count
2015-01-01,January 2015,London,Female,Aged 25-29,7120,Claimant count
2015-01-01,January 2015,London,Female,Aged 30-34,5960,Claimant count
2015-01-01,January 2015,London,Female,Aged 35-39,5505,Claimant count
2015-01-01,January 2015,London,Female,Aged 40-44,6035,Claimant count
2015-01-01,January 2015,London,Female,Aged 45-49,6345,Claimant count
2015-01-01,January 2015,London,Female,Aged 50+,10675,Claimant count
2015-01-01,January 2015,London,Female,Aged 50-54,5520,Claimant count
2015-01-01,January 2015,London,Female,Aged 55-59,3825,Claimant count
2015-01-01,January 2015,London,Female,Aged 60-64,1330,Claimant count
2015-01-01,January 2015,London,Female,Aged 65+,0,Claimant count
2015-01-01,January 2015,United Kingdom,Total,All categories: Age 16+,871340,Claimant count
2015-01-01,January 2015,United Kingdom,Total,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-01-01,January 2015,United Kingdom,Total,All categories: Age 16+,2.6,Claimants as a proportion of economically active residents aged 16+
2015-01-01,January 2015,United Kingdom,Total,All categories: Age 16+,2.5,Claimants as a proportion of the workforce
2015-01-01,January 2015,United Kingdom,Total,Age unknown (clerical claims),1885,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 16-24,198555,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 16-17,920,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 18-24,197635,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 18-21,113145,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 25-49,491605,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 25-29,126480,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 30-34,100850,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 35-39,83880,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 40-44,88850,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 45-49,91545,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 50+,179295,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 50-54,84805,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 55-59,66305,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 60-64,28170,Claimant count
2015-01-01,January 2015,United Kingdom,Total,Aged 65+,15,Claimant count
2015-01-01,January 2015,United Kingdom,Male,All categories: Age 16+,565190,Claimant count
2015-01-01,January 2015,United Kingdom,Male,All categories: Age 16+,2.8,Claimants as a proportion of residents aged 16-64
2015-01-01,January 2015,United Kingdom,Male,All categories: Age 16+,3,Claimants as a proportion of the workforce
2015-01-01,January 2015,United Kingdom,Male,Age unknown (clerical claims),1245,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 16-24,128645,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 16-17,505,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 18-24,128135,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 18-21,70940,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 25-49,318390,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 25-29,85150,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 30-34,66220,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 35-39,53925,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 40-44,55385,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 45-49,57705,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 50+,116910,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 50-54,54340,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 55-59,43135,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 60-64,19420,Claimant count
2015-01-01,January 2015,United Kingdom,Male,Aged 65+,15,Claimant count
2015-01-01,January 2015,United Kingdom,Female,All categories: Age 16+,306150,Claimant count
2015-01-01,January 2015,United Kingdom,Female,All categories: Age 16+,1.5,Claimants as a proportion of residents aged 16-64
2015-01-01,January 2015,United Kingdom,Female,All categories: Age 16+,1.9,Claimants as a proportion of the workforce
2015-01-01,January 2015,United Kingdom,Female,Age unknown (clerical claims),640,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 16-24,69910,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 16-17,410,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 18-24,69500,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 18-21,42210,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 25-49,173215,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 25-29,41325,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 30-34,34630,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 35-39,29955,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 40-44,33465,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 45-49,33840,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 50+,62385,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 50-54,30465,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 55-59,23170,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 60-64,8750,Claimant count
2015-01-01,January 2015,United Kingdom,Female,Aged 65+,0,Claimant count
2015-02-01,February 2015,London,Total,All categories: Age 16+,124490,Claimant count
2015-02-01,February 2015,London,Total,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,London,Total,All categories: Age 16+,2.7,Claimants as a proportion of economically active residents aged 16+
2015-02-01,February 2015,London,Total,All categories: Age 16+,2.1,Claimants as a proportion of the workforce
2015-02-01,February 2015,London,Total,Age unknown (clerical claims),255,Claimant count
2015-02-01,February 2015,London,Total,Aged 16-24,22800,Claimant count
2015-02-01,February 2015,London,Total,Aged 16-17,60,Claimant count
2015-02-01,February 2015,London,Total,Aged 18-24,22740,Claimant count
2015-02-01,February 2015,London,Total,Aged 18-21,11945,Claimant count
2015-02-01,February 2015,London,Total,Aged 25-49,74170,Claimant count
2015-02-01,February 2015,London,Total,Aged 25-29,18300,Claimant count
2015-02-01,February 2015,London,Total,Aged 30-34,14700,Claimant count
2015-02-01,February 2015,London,Total,Aged 35-39,12880,Claimant count
2015-02-01,February 2015,London,Total,Aged 40-44,13535,Claimant count
2015-02-01,February 2015,London,Total,Aged 45-49,14755,Claimant count
2015-02-01,February 2015,London,Total,Aged 50+,27265,Claimant count
2015-02-01,February 2015,London,Total,Aged 50-54,13445,Claimant count
2015-02-01,February 2015,London,Total,Aged 55-59,9875,Claimant count
2015-02-01,February 2015,London,Total,Aged 60-64,3945,Claimant count
2015-02-01,February 2015,London,Total,Aged 65+,5,Claimant count
2015-02-01,February 2015,London,Male,All categories: Age 16+,73645,Claimant count
2015-02-01,February 2015,London,Male,All categories: Age 16+,2.5,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,London,Male,All categories: Age 16+,2.4,Claimants as a proportion of the workforce
2015-02-01,February 2015,London,Male,Age unknown (clerical claims),170,Claimant count
2015-02-01,February 2015,London,Male,Aged 16-24,13710,Claimant count
2015-02-01,February 2015,London,Male,Aged 16-17,35,Claimant count
2015-02-01,February 2015,London,Male,Aged 18-24,13670,Claimant count
2015-02-01,February 2015,London,Male,Aged 18-21,7025,Claimant count
2015-02-01,February 2015,London,Male,Aged 25-49,43195,Claimant count
2015-02-01,February 2015,London,Male,Aged 25-29,11015,Claimant count
2015-02-01,February 2015,London,Male,Aged 30-34,8745,Claimant count
2015-02-01,February 2015,London,Male,Aged 35-39,7410,Claimant count
2015-02-01,February 2015,London,Male,Aged 40-44,7585,Claimant count
2015-02-01,February 2015,London,Male,Aged 45-49,8440,Claimant count
2015-02-01,February 2015,London,Male,Aged 50+,16570,Claimant count
2015-02-01,February 2015,London,Male,Aged 50-54,7975,Claimant count
2015-02-01,February 2015,London,Male,Aged 55-59,6005,Claimant count
2015-02-01,February 2015,London,Male,Aged 60-64,2585,Claimant count
2015-02-01,February 2015,London,Male,Aged 65+,5,Claimant count
2015-02-01,February 2015,London,Female,All categories: Age 16+,50845,Claimant count
2015-02-01,February 2015,London,Female,All categories: Age 16+,1.7,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,London,Female,All categories: Age 16+,1.9,Claimants as a proportion of the workforce
2015-02-01,February 2015,London,Female,Age unknown (clerical claims),85,Claimant count
2015-02-01,February 2015,London,Female,Aged 16-24,9090,Claimant count
2015-02-01,February 2015,London,Female,Aged 16-17,25,Claimant count
2015-02-01,February 2015,London,Female,Aged 18-24,9065,Claimant count
2015-02-01,February 2015,London,Female,Aged 18-21,4920,Claimant count
2015-02-01,February 2015,London,Female,Aged 25-49,30980,Claimant count
2015-02-01,February 2015,London,Female,Aged 25-29,7290,Claimant count
2015-02-01,February 2015,London,Female,Aged 30-34,5955,Claimant count
2015-02-01,February 2015,London,Female,Aged 35-39,5470,Claimant count
2015-02-01,February 2015,London,Female,Aged 40-44,5955,Claimant count
2015-02-01,February 2015,London,Female,Aged 45-49,6315,Claimant count
2015-02-01,February 2015,London,Female,Aged 50+,10695,Claimant count
2015-02-01,February 2015,London,Female,Aged 50-54,5465,Claimant count
2015-02-01,February 2015,London,Female,Aged 55-59,3870,Claimant count
2015-02-01,February 2015,London,Female,Aged 60-64,1355,Claimant count
2015-02-01,February 2015,London,Female,Aged 65+,0,Claimant count
2015-02-01,February 2015,United Kingdom,Total,All categories: Age 16+,883895,Claimant count
2015-02-01,February 2015,United Kingdom,Total,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,United Kingdom,Total,All categories: Age 16+,2.7,Claimants as a proportion of economically active residents aged 16+
2015-02-01,February 2015,United Kingdom,Total,All categories: Age 16+,2.5,Claimants as a proportion of the workforce
2015-02-01,February 2015,United Kingdom,Total,Age unknown (clerical claims),2010,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 16-24,209120,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 16-17,970,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 18-24,208150,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 18-21,120140,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 25-49,492955,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 25-29,129225,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 30-34,100720,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 35-39,83885,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 40-44,87920,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 45-49,91205,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 50+,179805,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 50-54,84515,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 55-59,66480,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 60-64,28800,Claimant count
2015-02-01,February 2015,United Kingdom,Total,Aged 65+,10,Claimant count
2015-02-01,February 2015,United Kingdom,Male,All categories: Age 16+,574500,Claimant count
2015-02-01,February 2015,United Kingdom,Male,All categories: Age 16+,2.8,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,United Kingdom,Male,All categories: Age 16+,3,Claimants as a proportion of the workforce
2015-02-01,February 2015,United Kingdom,Male,Age unknown (clerical claims),1320,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 16-24,136340,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 16-17,530,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 18-24,135810,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 18-21,75800,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 25-49,319745,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 25-29,87130,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 30-34,66370,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 35-39,53920,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 40-44,54925,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 45-49,57395,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 50+,117095,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 50-54,54170,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 55-59,43085,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 60-64,19830,Claimant count
2015-02-01,February 2015,United Kingdom,Male,Aged 65+,10,Claimant count
2015-02-01,February 2015,United Kingdom,Female,All categories: Age 16+,309395,Claimant count
2015-02-01,February 2015,United Kingdom,Female,All categories: Age 16+,1.5,Claimants as a proportion of residents aged 16-64
2015-02-01,February 2015,United Kingdom,Female,All categories: Age 16+,1.9,Claimants as a proportion of the workforce
2015-02-01,February 2015,United Kingdom,Female,Age unknown (clerical claims),690,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 16-24,72785,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 16-17,440,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 18-24,72340,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 18-21,44340,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 25-49,173215,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 25-29,42095,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 30-34,34350,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 35-39,29965,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 40-44,32995,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 45-49,33810,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 50+,62710,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 50-54,30345,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 55-59,23395,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 60-64,8970,Claimant count
2015-02-01,February 2015,United Kingdom,Female,Aged 65+,0,Claimant count
2015-03-01,March 2015,London,Total,All categories: Age 16+,121435,Claimant count
2015-03-01,March 2015,London,Total,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,London,Total,All categories: Age 16+,2.6,Claimants as a proportion of economically active residents aged 16+
2015-03-01,March 2015,London,Total,All categories: Age 16+,2.1,Claimants as a proportion of the workforce
2015-03-01,March 2015,London,Total,Age unknown (clerical claims),190,Claimant count
2015-03-01,March 2015,London,Total,Aged 16-24,22030,Claimant count
2015-03-01,March 2015,London,Total,Aged 16-17,60,Claimant count
2015-03-01,March 2015,London,Total,Aged 18-24,21975,Claimant count
2015-03-01,March 2015,London,Total,Aged 18-21,11495,Claimant count
2015-03-01,March 2015,London,Total,Aged 25-49,72480,Claimant count
2015-03-01,March 2015,London,Total,Aged 25-29,17945,Claimant count
2015-03-01,March 2015,London,Total,Aged 30-34,14340,Claimant count
2015-03-01,March 2015,London,Total,Aged 35-39,12575,Claimant count
2015-03-01,March 2015,London,Total,Aged 40-44,13155,Claimant count
2015-03-01,March 2015,London,Total,Aged 45-49,14460,Claimant count
2015-03-01,March 2015,London,Total,Aged 50+,26735,Claimant count
2015-03-01,March 2015,London,Total,Aged 50-54,13175,Claimant count
2015-03-01,March 2015,London,Total,Aged 55-59,9690,Claimant count
2015-03-01,March 2015,London,Total,Aged 60-64,3865,Claimant count
2015-03-01,March 2015,London,Total,Aged 65+,5,Claimant count
2015-03-01,March 2015,London,Male,All categories: Age 16+,72040,Claimant count
2015-03-01,March 2015,London,Male,All categories: Age 16+,2.4,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,London,Male,All categories: Age 16+,2.3,Claimants as a proportion of the workforce
2015-03-01,March 2015,London,Male,Age unknown (clerical claims),125,Claimant count
2015-03-01,March 2015,London,Male,Aged 16-24,13265,Claimant count
2015-03-01,March 2015,London,Male,Aged 16-17,30,Claimant count
2015-03-01,March 2015,London,Male,Aged 18-24,13235,Claimant count
2015-03-01,March 2015,London,Male,Aged 18-21,6830,Claimant count
2015-03-01,March 2015,London,Male,Aged 25-49,42370,Claimant count
2015-03-01,March 2015,London,Male,Aged 25-29,10885,Claimant count
2015-03-01,March 2015,London,Male,Aged 30-34,8555,Claimant count
2015-03-01,March 2015,London,Male,Aged 35-39,7240,Claimant count
2015-03-01,March 2015,London,Male,Aged 40-44,7390,Claimant count
2015-03-01,March 2015,London,Male,Aged 45-49,8300,Claimant count
2015-03-01,March 2015,London,Male,Aged 50+,16275,Claimant count
2015-03-01,March 2015,London,Male,Aged 50-54,7835,Claimant count
2015-03-01,March 2015,London,Male,Aged 55-59,5900,Claimant count
2015-03-01,March 2015,London,Male,Aged 60-64,2540,Claimant count
2015-03-01,March 2015,London,Male,Aged 65+,5,Claimant count
2015-03-01,March 2015,London,Female,All categories: Age 16+,49395,Claimant count
2015-03-01,March 2015,London,Female,All categories: Age 16+,1.7,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,London,Female,All categories: Age 16+,1.8,Claimants as a proportion of the workforce
2015-03-01,March 2015,London,Female,Age unknown (clerical claims),60,Claimant count
2015-03-01,March 2015,London,Female,Aged 16-24,8770,Claimant count
2015-03-01,March 2015,London,Female,Aged 16-17,30,Claimant count
2015-03-01,March 2015,London,Female,Aged 18-24,8740,Claimant count
2015-03-01,March 2015,London,Female,Aged 18-21,4665,Claimant count
2015-03-01,March 2015,London,Female,Aged 25-49,30110,Claimant count
2015-03-01,March 2015,London,Female,Aged 25-29,7055,Claimant count
2015-03-01,March 2015,London,Female,Aged 30-34,5785,Claimant count
2015-03-01,March 2015,London,Female,Aged 35-39,5335,Claimant count
2015-03-01,March 2015,London,Female,Aged 40-44,5765,Claimant count
2015-03-01,March 2015,London,Female,Aged 45-49,6160,Claimant count
2015-03-01,March 2015,London,Female,Aged 50+,10460,Claimant count
2015-03-01,March 2015,London,Female,Aged 50-54,5340,Claimant count
2015-03-01,March 2015,London,Female,Aged 55-59,3790,Claimant count
2015-03-01,March 2015,London,Female,Aged 60-64,1330,Claimant count
2015-03-01,March 2015,London,Female,Aged 65+,0,Claimant count
2015-03-01,March 2015,United Kingdom,Total,All categories: Age 16+,855800,Claimant count
2015-03-01,March 2015,United Kingdom,Total,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,United Kingdom,Total,All categories: Age 16+,2.6,Claimants as a proportion of economically active residents aged 16+
2015-03-01,March 2015,United Kingdom,Total,All categories: Age 16+,2.4,Claimants as a proportion of the workforce
2015-03-01,March 2015,United Kingdom,Total,Age unknown (clerical claims),1965,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 16-24,200860,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 16-17,955,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 18-24,199905,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 18-21,115240,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 25-49,477535,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 25-29,124840,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 30-34,97350,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 35-39,81430,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 40-44,85150,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 45-49,88765,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 50+,175440,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 50-54,82265,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 55-59,64995,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 60-64,28165,Claimant count
2015-03-01,March 2015,United Kingdom,Total,Aged 65+,10,Claimant count
2015-03-01,March 2015,United Kingdom,Male,All categories: Age 16+,556685,Claimant count
2015-03-01,March 2015,United Kingdom,Male,All categories: Age 16+,2.7,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,United Kingdom,Male,All categories: Age 16+,2.9,Claimants as a proportion of the workforce
2015-03-01,March 2015,United Kingdom,Male,Age unknown (clerical claims),1275,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 16-24,131075,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 16-17,485,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 18-24,130590,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 18-21,72815,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 25-49,309660,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 25-29,84250,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 30-34,63975,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 35-39,52245,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 40-44,53250,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 45-49,55935,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 50+,114675,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 50-54,52910,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 55-59,42320,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 60-64,19430,Claimant count
2015-03-01,March 2015,United Kingdom,Male,Aged 65+,10,Claimant count
2015-03-01,March 2015,United Kingdom,Female,All categories: Age 16+,299115,Claimant count
2015-03-01,March 2015,United Kingdom,Female,All categories: Age 16+,1.4,Claimants as a proportion of residents aged 16-64
2015-03-01,March 2015,United Kingdom,Female,All categories: Age 16+,1.8,Claimants as a proportion of the workforce
2015-03-01,March 2015,United Kingdom,Female,Age unknown (clerical claims),690,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 16-24,69780,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 16-17,470,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 18-24,69315,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 18-21,42425,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 25-49,167875,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 25-29,40590,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 30-34,33375,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 35-39,29185,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 40-44,31895,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 45-49,32830,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 50+,60765,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 50-54,29355,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 55-59,22675,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 60-64,8735,Claimant count
2015-03-01,March 2015,United Kingdom,Female,Aged 65+,0,Claimant count
2015-04-01,April 2015,London,Total,All categories: Age 16+,118960,Claimant count
2015-04-01,April 2015,London,Total,All categories: Age 16+,2,Claimants as a proportion of residents aged 16-64
2015-04-01,April 2015,London,Total,All categories: Age 16+,2.5,Claimants as a proportion of economically active residents aged 16+
2015-04-01,April 2015,London,Total,All categories: Age 16+,2,Claimants as a proportion of the workforce
2015-04-01,April 2015,London,Total,Age unknown (clerical claims),185,Claimant count
2015-04-01,April 2015,London,Total,Aged 16-24,20935,Claimant count
2015-04-01,April 2015,London,Total,Aged 16-17,55,Claimant count
2015-04-01,April 2015,London,Total,Aged 18-24,20875,Claimant count
2015-04-01,April 2015,London,Total,Aged 18-21,10860,Claimant count
2015-04-01,April 2015,London,Total,Aged 25-49,71010,Claimant count
2015-04-01,April 2015,London,Total,Aged 25-29,17425,Claimant count
2015-04-01,April 2015,London,Total,Aged 30-34,14045,Claimant count
2015-04-01,April 2015,London,Total,Aged 35-39,12435,Claimant count
2015-04-01,April 2015,London,Total,Aged 40-44,12785,Claimant count
2015-04-01,April 2015,London,Total,Aged 45-49,14315,Claimant count
2015-04-01,April 2015,London,Total,Aged 50+,26835,Claimant count
